annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;numero_jokerplus;devise;
2010066;MERCREDI;20100602;20100802;43;11;14;23;17;10;11-14-17-23-43+10;0;0;2;195523,6;802;794,4;32254;8,5;415327;4,7;346693;2;7 320 181;eur;
2010065;LUNDI   ;20100531;20100731;46;49;32;5;33;1;5-32-33-46-49+1;0;0;0;0;223;2869,6;12361;13,8;197251;6,2;249073;2;9 366 214;eur;
2010064;SAMEDI  ;20100529;20100729;33;21;49;26;46;1;21-26-33-46-49+1;0;0;5;124386,4;845;1199,1;36346;12;540852;5,7;634069;2;0 713 076;eur;
2010063;MERCREDI;20100526;20100726;47;3;35;22;6;1;3-6-22-35-47+1;0;0;5;63551;425;1218,1;19526;11,4;298879;5,3;319683;2;0 027 977;eur;
2010062;LUNDI   ;20100524;20100724;8;35;29;12;3;1;3-8-12-29-35+1;0;0;3;58768;394;729;15276;8,1;196222;4,5;180748;2;1 339 853;eur;
2010061;SAMEDI  ;20100522;20100722;2;48;40;46;17;10;2-17-40-46-48+10;0;0;1;396644;330;1958,3;19844;14,1;320215;6,2;352785;2;0 259 898;eur;
2010060;MERCREDI;20100519;20100719;24;12;17;38;30;7;12-17-24-30-38+7;1;7000000;3;117788,7;746;771,7;28902;8,6;373679;4,7;824929;2;5 561 787;eur;
2010059;LUNDI   ;20100517;20100717;9;27;26;29;36;5;9-26-27-29-36+5;0;0;0;0;269;2143,9;15565;9,9;220372;5;369768;2;6 723 508;eur;
2010058;SAMEDI  ;20100515;20100715;32;31;44;27;9;8;9-27-31-32-44+8;0;0;4;103132,4;431;1559,4;24522;11,8;380230;5,4;569090;2;6 159 553;eur;
2010057;MERCREDI;20100512;20100712;28;22;27;14;23;4;14-22-23-27-28+4;0;0;3;100166,3;614;888,2;27249;8,7;373870;4,5;496020;2;1 863 559;eur;
2010056;LUNDI   ;20100510;20100710;41;4;35;33;10;5;4-10-33-35-41+5;0;0;0;0;273;1966,5;11097;13,4;180773;5,8;360811;2;9 172 896;eur;
2010055;SAMEDI  ;20100508;20100708;16;29;31;39;1;2;1-16-29-31-39+2;0;0;1;315671,9;422;1447,5;21230;12,7;333812;5,8;411869;2;2 036 362;eur;
2010054;MERCREDI;20100505;20100705;10;30;18;27;4;1;4-10-18-27-30+1;1;6000000;7;44297,8;1054;522,9;33613;7,1;399059;4,2;342354;2;0 384 746;eur;
2010053;LUNDI   ;20100503;20100703;8;11;12;26;48;6;8-11-12-26-48+6;0;0;2;98259,8;570;629,8;22079;7;266942;4,1;317068;2;8 335 661;eur;
2010052;SAMEDI  ;20100501;20100701;39;28;3;42;6;5;3-6-28-39-42+5;0;0;0;0;546;1714,5;23351;11;348395;5,3;662715;2;0 636 245;eur;
2010051;MERCREDI;20100428;20100628;34;49;9;25;38;1;9-25-34-38-49+1;0;0;1;265956,2;421;1207,1;19288;11,6;291405;5,4;319950;2;0 462 584;eur;
2010050;LUNDI   ;20100426;20100626;29;24;4;46;7;10;4-7-24-29-46+10;0;0;0;0;348;1494,5;16759;8,5;225867;4,5;172218;2;2 338 823;eur;
2010049;SAMEDI  ;20100424;20100624;17;34;27;3;41;4;3-17-27-34-41+4;1;5000000;6;68746,9;700;1039,7;30431;10,5;430226;5,3;659416;2;5 448 100;eur;
2010048;MERCREDI;20100421;20100621;24;26;35;9;1;4;1-9-24-26-35+4;1;3000000;0;0;464;1758,8;24196;9,3;340315;4,7;470092;2;4 922 599;eur;
2010047;LUNDI   ;20100419;20100619;44;22;17;38;2;8;2-17-22-38-44+8;0;0;1;176450,5;333;992,2;13297;10,8;191619;5,3;292243;2;7 158 323;eur;
2010046;SAMEDI  ;20100417;20100617;24;42;16;9;32;3;9-16-24-32-42+3;1;2000000;5;74002,9;694;948,4;27884;10,3;387613;5,3;614257;2;3 390 882;eur;
2010045;MERCREDI;20100414;20100614;9;12;29;2;21;7;2-9-12-21-29+7;1;3000000;12;25556,2;1118;481;38001;6,1;416087;3,9;772048;2;9 445 939;eur;
2010044;LUNDI   ;20100412;20100612;4;36;11;31;46;10;4-11-31-36-46+10;0;0;1;183345,2;278;1228,9;12937;11,6;201675;5,3;189055;2;1 863 923;eur;
2010043;SAMEDI  ;20100410;20100610;33;13;49;36;22;4;13-22-33-36-49+4;2;2500000;6;64879,3;995;699,5;31930;9,4;408682;5,2;656117;2;2 672 204;eur;
2010042;MERCREDI;20100407;20100607;28;11;2;33;43;1;2-11-28-33-43+1;0;0;6;51416,4;493;1097,5;22303;10,6;328470;5,1;339001;2;2 158 251;eur;
2010041;LUNDI   ;20100405;20100605;17;18;36;21;47;6;17-18-21-36-47+6;0;0;0;0;214;2166,8;10420;12,3;164182;5,5;252193;2;7 028 092;eur;
2010040;SAMEDI  ;20100403;20100603;35;39;20;48;42;2;20-35-39-42-48+2;0;0;2;184429,1;481;1423,4;20627;14,7;319941;6,7;452384;2;7 253 220;eur;
2010039;MERCREDI;20100331;20100531;46;28;21;39;49;1;21-28-39-46-49+1;1;7000000;1;299712,6;409;1411,7;19605;13;305586;5,9;369945;2;2 761 095;eur;
2010038;LUNDI   ;20100329;20100529;2;44;41;34;46;2;2-34-41-44-46+2;0;0;1;191296,2;180;1962,8;9198;17,1;158406;7,1;247511;2;1 644 304;eur;
2010037;SAMEDI  ;20100327;20100527;43;42;9;21;46;6;9-21-42-43-46+6;0;0;1;351807,5;474;1450,2;23967;12,7;371891;5,8;602976;2;4 470 488;eur;
2010036;MERCREDI;20100324;20100524;28;9;35;8;42;6;8-9-28-35-42+6;0;0;3;98547,1;415;1274,6;21109;11;321351;5,2;469554;2;3 092 599;eur;
2010035;LUNDI   ;20100322;20100522;44;34;25;47;29;9;25-29-34-44-47+9;0;0;1;183331,5;267;1277,9;11125;13,5;169403;6,3;273327;2;6 137 244;eur;
2010034;SAMEDI  ;20100320;20100520;15;36;28;49;2;3;2-15-28-36-49+3;0;0;2;184932,4;638;1085,5;26636;11,4;390405;5,5;669756;2;2 951 352;eur;
2010033;MERCREDI;20100317;20100517;46;1;24;18;9;7;1-9-18-24-46+7;1;12000000;3;115893,9;782;815,5;32163;8,6;427770;4,6;863572;2;5 004 928;eur;
2010032;LUNDI   ;20100315;20100515;18;15;1;4;38;6;1-4-15-18-38+6;0;0;0;0;361;1772,7;17949;9,8;258287;4,8;395244;2;5 930 780;eur;
2010031;SAMEDI  ;20100313;20100513;32;37;16;6;8;7;6-8-16-32-37+7;0;0;3;152483,8;658;1275,2;32188;11,5;485452;5,4;1149002;2;2 383 439;eur;
2010030;MERCREDI;20100310;20100510;36;13;44;1;48;2;1-13-36-44-48+2;0;0;0;0;426;2098,5;19665;12,6;307722;5,7;371636;2;6 171 423;eur;
2010029;LUNDI   ;20100308;20100508;23;11;43;49;10;10;10-11-23-43-49+10;0;0;1;190999,8;359;1001,5;16943;9,3;238302;4,7;196031;2;8 350 941;eur;
2010028;SAMEDI  ;20100306;20100506;5;18;26;9;36;9;5-9-18-26-36+9;0;0;2;190730,2;847;853,5;38783;8,1;496031;4,5;586696;2;4 800 764;eur;
2010027;MERCREDI;20100303;20100503;17;37;23;25;2;7;2-17-23-25-37+7;0;0;2;147384,6;499;1086,1;23913;9,9;342765;4,9;755316;2;9 817 870;eur;
2010026;LUNDI   ;20100301;20100501;19;11;8;48;49;7;8-11-19-48-49+7;0;0;2;94222,4;448;766,5;18366;8;240562;4,4;461947;2;9 269 240;eur;
2010025;SAMEDI  ;20100227;20100429;13;40;2;10;35;1;2-10-13-35-40+1;1;6000000;2;192886,3;662;1094;30811;10,3;451429;5;458888;2;4 372 644;eur;
2010024;MERCREDI;20100224;20100426;45;2;1;27;31;8;1-2-27-31-45+8;0;0;0;0;351;2471,4;20208;11,9;332097;5,1;458498;2;8 786 807;eur;
2010023;LUNDI   ;20100222;20100424;41;48;18;11;24;2;11-18-24-41-48+2;0;0;1;188024,7;390;910,2;15586;9,9;217757;5;249670;2;3 574 174;eur;
2010022;SAMEDI  ;20100220;20100422;34;49;36;39;23;8;23-34-36-39-49+8;0;0;2;190860,3;467;1518,2;22826;13,8;342389;6,5;603976;2;9 385 491;eur;
2010021;MERCREDI;20100217;20100419;23;40;26;22;29;5;22-23-26-29-40+5;0;0;1;284797,4;421;1299,5;20460;11,8;312725;5,5;582917;2;4 621 659;eur;
2010020;LUNDI   ;20100215;20100417;48;39;24;8;15;8;8-15-24-39-48+8;2;1000000;2;99001,4;346;1031,6;14455;10,8;208490;5,3;315659;2;7 209 350;eur;
2010019;SAMEDI  ;20100213;20100415;1;7;38;3;14;5;1-3-7-14-38+5;1;6000000;10;61575,9;1655;664,7;67265;7;789626;4,3;1125953;2;2 184 351;eur;
2010018;MERCREDI;20100210;20100412;6;45;19;12;11;10;6-11-12-19-45+10;0;0;3;100309,1;945;582,3;37618;6,3;440141;3,8;295158;2;2 361 295;eur;
2010017;LUNDI   ;20100208;20100410;36;13;24;7;42;4;7-13-24-36-42+4;1;9000000;12;19197,7;630;634,3;21033;8,2;264922;4,6;377798;2;9 864 464;eur;
2010016;SAMEDI  ;20100206;20100408;16;37;18;5;34;5;5-16-18-34-37+5;0;0;2;199803,6;528;1412,7;26555;12,4;423540;5,5;820106;2;8 839 231;eur;
2010015;MERCREDI;20100203;20100405;44;48;7;30;13;7;7-13-30-44-48+7;0;0;1;298968,2;630;927,4;27705;9,2;381274;4,7;818659;2;0 538 032;eur;
2010014;LUNDI   ;20100201;20100403;29;1;39;40;18;2;1-18-29-39-40+2;0;0;1;194780,8;236;1534,6;12801;12,5;196787;5,8;276958;2;2 618 858;eur;
2010013;SAMEDI  ;20100130;20100401;44;26;18;21;47;3;18-21-26-44-47+3;0;0;3;130694,6;567;1252,9;26799;11,7;401261;5,5;667147;2;2 664 635;eur;
2010012;MERCREDI;20100127;20100329;10;15;43;45;5;9;5-10-15-43-45+9;0;0;1;289241,6;563;997,6;27608;8,9;356519;4,9;440513;2;5 001 225;eur;
2010011;LUNDI   ;20100125;20100327;6;8;31;45;36;9;6-8-31-36-45+9;0;0;0;0;241;2311,6;12604;12,2;200211;5,5;273497;2;4 761 098;eur;
2010010;SAMEDI  ;20100123;20100325;24;39;2;13;48;1;2-13-24-39-48+1;0;0;4;96748,7;730;957,4;29255;10,4;412059;5,3;454656;2;9 637 151;eur;
2010009;MERCREDI;20100120;20100322;13;37;48;45;28;9;13-28-37-45-48+9;1;4000000;2;155534,3;452;1264,9;21708;11,6;317449;5,6;455384;2;5 029 732;eur;
2010008;LUNDI   ;20100118;20100320;8;7;22;28;38;10;7-8-22-28-38+10;0;0;0;0;431;1354,8;19746;8,1;260233;4,4;193770;2;9 217 366;eur;
2010007;SAMEDI  ;20100116;20100318;21;38;32;3;33;10;3-21-32-33-38+10;0;0;1;357177,6;390;1782,7;22100;14;364184;6;396590;2;5 276 804;eur;
2010006;MERCREDI;20100113;20100315;31;4;14;37;7;8;4-7-14-31-37+8;1;4000000;2;159741;635;937;29218;8,9;401104;4,6;530647;2;2 674 996;eur;
2010005;LUNDI   ;20100111;20100313;24;20;31;36;6;4;6-20-24-31-36+4;0;0;1;196125,9;276;1327,2;15165;10,6;220766;5,2;345313;2;2 076 499;eur;
2010004;SAMEDI  ;20100109;20100311;35;4;14;23;46;7;4-14-23-35-46+7;0;0;7;56438,9;604;1147;26129;11,6;385714;5,6;983770;2;4 487 414;eur;
2010003;MERCREDI;20100106;20100308;19;49;31;44;38;3;19-31-38-44-49+3;1;10000000;4;97562,7;502;1386,8;24863;12,4;378885;5,8;695450;2;5 859 407;eur;
2010002;LUNDI   ;20100104;20100306;33;21;41;18;32;9;18-21-32-33-41+9;0;0;1;224096;280;1502;13903;13,4;216323;6,1;336748;2;2 075 939;eur;
2010001;SAMEDI  ;20100102;20100304;43;5;23;49;17;4;5-17-23-43-49+4;0;0;3;143347,9;832;952,8;35101;9,8;492551;5;720621;2;3 723 626;eur;
2009274;MERCREDI;20091230;20100301;21;39;5;2;15;10;2-5-15-21-39+10;0;0;1;592610,4;1221;993,3;56991;9,3;795780;4,7;757192;2;0 569 318;eur;
2009273;LUNDI   ;20091228;20100227;23;12;15;27;46;6;12-15-23-27-46+6;0;0;4;52434,1;519;720,4;20306;7,9;253798;4,5;318718;2;0 622 729;eur;
2009272;SAMEDI  ;20091226;20100225;7;6;41;25;16;5;6-7-16-25-41+5;0;0;8;48670,4;651;1049,8;32778;9,1;460904;4,6;709035;2;4 699 602;eur;
2009271;MERCREDI;20091223;20100222;24;44;18;17;15;6;15-17-18-24-44+6;1;6000000;0;0;863;1756;40737;10,2;591459;5;839908;2;0 930 913;eur;
2009270;LUNDI   ;20091221;20100220;38;42;28;3;27;9;3-27-28-38-42+9;0;0;1;181501,2;281;1203,5;12522;11,9;195699;5,4;270944;2;9 843 318;eur;
2009269;SAMEDI  ;20091219;20100218;40;15;16;6;9;6;6-9-15-16-40+6;1;7000000;0;0;747;1486,4;33432;9,1;457265;4,7;603181;2;0 911 498;eur;
2009268;MERCREDI;20091216;20100215;39;15;23;49;30;5;15-23-30-39-49+5;0;0;0;0;389;2227,9;19485;12,3;301313;5,7;580235;2;2 230 916;eur;
2009267;LUNDI   ;20091214;20100213;46;8;26;13;38;2;8-13-26-38-46+2;0;0;1;187794,8;421;844,9;15428;10;214447;5,1;250280;2;2 891 268;eur;
2009266;SAMEDI  ;20091212;20100211;4;30;13;18;39;1;4-13-18-30-39+1;0;0;6;67277,9;701;1016,6;31662;9,8;450810;4,9;440749;2;8 787 773;eur;
2009265;MERCREDI;20091209;20100208;1;31;11;22;23;1;1-11-22-23-31+1;0;0;2;148465,5;820;676,7;32868;7,3;399079;4,3;346866;2;5 905 699;eur;
2009264;LUNDI   ;20091207;20100206;20;42;43;33;19;5;19-20-33-42-43+5;0;0;0;0;200;2693,1;10660;14;179451;5,9;379047;2;9 684 688;eur;
2009263;SAMEDI  ;20091205;20100204;28;22;7;16;39;7;7-16-22-28-39+7;3;2666667;1;380890,6;936;817,3;37557;8,8;501632;4,7;1049908;2;8 482 462;eur;
2009262;MERCREDI;20091202;20100201;10;47;20;28;21;6;10-20-21-28-47+6;0;0;1;298542;509;1137,1;25949;9,8;375311;4,8;495706;2;6 752 072;eur;
2009261;LUNDI   ;20091130;20100130;12;43;7;23;27;6;7-12-23-27-43+6;0;0;3;67104,3;690;521,8;23160;6,7;275416;4;297399;2;2 428 765;eur;
2009260;SAMEDI  ;20091128;20100128;35;37;41;15;39;4;15-35-37-39-41+4;0;0;2;192184,4;553;1297,3;21449;14,7;316400;7,1;684514;2;2 499 762;eur;
2009259;MERCREDI;20091125;20100125;14;33;39;15;11;6;11-14-15-33-39+6;0;0;1;275290,7;352;1491;19302;12;309156;5,3;449562;2;6 878 579;eur;
2009258;LUNDI   ;20091123;20100123;13;12;3;37;30;8;3-12-13-30-37+8;0;0;1;178009,1;308;1079,4;15776;9,2;227817;4,5;286768;2;5 462 288;eur;
2009257;SAMEDI  ;20091121;20100121;20;33;46;40;12;6;12-20-33-40-46+6;0;0;1;348362,3;619;1107,9;25541;11,8;379567;5,6;580499;2;3 974 245;eur;
2009256;MERCREDI;20091118;20100118;24;20;22;19;1;6;1-19-20-22-24+6;1;3000000;3;101212,7;736;754,7;29975;8;391284;4,3;468160;2;4 178 084;eur;
2009255;LUNDI   ;20091116;20100116;20;32;36;19;27;7;19-20-27-32-36+7;0;0;1;183301,3;253;1346,3;12308;12,2;196536;5,4;476830;2;2 686 263;eur;
2009254;SAMEDI  ;20091114;20100114;39;16;47;28;24;9;16-24-28-39-47+9;1;2000000;5;78313,9;632;1099,9;25078;12,1;367070;5,9;553238;2;4 405 047;eur;
2009253;MERCREDI;20091111;20100111;41;47;22;17;7;6;7-17-22-41-47+6;0;0;3;91495,9;592;839,8;25633;8,4;320632;4,8;436416;2;0 271 724;eur;
2009252;LUNDI   ;20091109;20100109;3;2;29;48;1;9;1-2-3-29-48+9;0;0;0;0;338;1597,9;14996;9,9;206923;5,1;268571;2;5 969 092;eur;
2009251;SAMEDI  ;20091107;20100107;1;41;13;3;18;1;1-3-13-18-41+1;1;9000000;6;73292,3;917;856,4;39545;8,6;526437;4,6;484303;2;0 846 385;eur;
2009250;MERCREDI;20091104;20100104;33;18;19;22;23;1;18-19-22-23-33+1;0;0;2;161267,5;523;1140,7;25358;10,3;387207;4,8;381674;2;4 457 351;eur;
2009249;LUNDI   ;20091102;20100102;17;34;23;40;9;9;9-17-23-34-40+9;0;0;4;51650,2;344;1054,9;14737;10,8;217568;5,2;291997;2;8 261 588;eur;
2009248;SAMEDI  ;20091031;20091231;23;39;36;27;30;2;23-27-30-36-39+2;0;0;1;361167,7;504;1404,5;24261;12,9;381773;5,8;479381;2;9 499 570;eur;
2009247;MERCREDI;20091028;20091228;8;11;7;37;30;3;7-8-11-30-37+3;0;0;2;146696,8;614;885,5;30032;7,8;405129;4,1;518673;2;6 934 307;eur;
2009246;LUNDI   ;20091026;20091226;49;47;42;1;3;7;1-3-42-47-49+7;0;0;1;182055,4;243;1390,2;11649;12,8;190490;5,6;458985;2;6 168 702;eur;
2009245;SAMEDI  ;20091024;20091224;39;28;15;38;27;10;15-27-28-38-39+10;0;0;2;181730,7;426;1577,7;22355;13,3;363754;5,8;413698;2;7 253 315;eur;
2009244;MERCREDI;20091021;20091221;10;49;26;15;1;7;1-10-15-26-49+7;0;0;1;273196;770;693,2;30106;7,6;369670;4,4;752566;2;5 485 040;eur;
2009243;LUNDI   ;20091019;20091219;4;31;11;3;6;1;3-4-6-11-31+1;1;2000000;3;63524,2;552;617,1;23112;6,3;265520;3,9;219108;2;4 404 462;eur;
2009242;SAMEDI  ;20091017;20091217;12;49;8;20;16;5;8-12-16-20-49+5;1;7000000;2;195246,2;1189;626,9;43069;7,4;520059;4,4;762778;2;2 650 944;eur;
2009241;MERCREDI;20091014;20091214;6;35;36;42;24;2;6-24-35-36-42+2;0;0;1;304601,2;517;1144,3;22403;11,6;313764;5,9;400794;2;9 010 783;eur;
2009240;LUNDI   ;20091012;20091212;38;7;48;43;28;5;7-28-38-43-48+5;0;0;3;68411,4;340;1064,1;14486;10,9;202524;5,6;410929;2;8 404 236;eur;
2009239;SAMEDI  ;20091010;20091210;3;38;1;23;16;3;1-3-16-23-38+3;0;0;2;190219,6;686;1042;30822;10,1;443523;5;700321;2;0 851 040;eur;
2009238;MERCREDI;20091007;20091207;4;1;21;12;46;8;1-4-12-21-46+8;0;0;2;153483,2;717;800,4;30953;8;397605;4,4;485880;2;4 743 257;eur;
2009237;LUNDI   ;20091005;20091205;21;12;20;11;32;4;11-12-20-21-32+4;0;0;0;0;335;1657,3;15979;9,5;243369;4,4;324339;2;8 630 497;eur;
2009236;SAMEDI  ;20091003;20091203;47;15;49;7;9;7;7-9-15-47-49+7;1;7000000;7;61733,1;983;784,3;39811;8,3;544697;4,3;1050083;2;2 166 746;eur;
2009235;MERCREDI;20090930;20091130;33;35;40;5;2;4;2-5-33-35-40+4;0;0;0;0;388;2345,7;18948;13,3;310240;5,8;519240;2;9 984 647;eur;
2009234;LUNDI   ;20090928;20091128;30;20;16;3;44;4;3-16-20-30-44+4;0;0;1;188335,5;309;1140,7;14507;10,7;209294;5,3;330428;2;5 995 508;eur;
2009233;SAMEDI  ;20090926;20091126;2;37;43;21;25;9;2-21-25-37-43+9;0;0;3;126695,3;492;1393,6;24710;12,3;376331;5,7;577402;2;0 634 452;eur;
2009232;MERCREDI;20090923;20091123;24;42;4;47;5;6;4-5-24-42-47+6;0;0;3;102203,1;462;1192;21573;11,2;343978;5;472555;2;2 652 393;eur;
2009231;LUNDI   ;20090921;20091121;3;4;38;46;7;2;3-4-7-38-46+2;0;0;0;0;232;2332;14633;10,2;224798;4,7;235801;2;6 402 434;eur;
2009230;SAMEDI  ;20090919;20091119;12;27;38;33;19;7;12-19-27-33-38+7;1;3000000;2;182912,6;869;798,1;33870;8,8;448307;4,7;961315;2;5 798 145;eur;
2009229;MERCREDI;20090916;20091116;40;7;21;25;30;1;7-21-25-30-40+1;0;0;3;102030,9;748;748,9;27415;8,8;367818;4,7;344588;2;6 442 821;eur;
2009228;LUNDI   ;20090914;20091114;9;18;43;32;22;1;9-18-22-32-43+1;1;3000000;3;66817,8;335;1054,8;14423;10,7;210964;5,2;221892;2;3 585 265;eur;
2009227;SAMEDI  ;20090912;20091112;41;11;4;29;7;4;4-7-11-29-41+4;0;0;2;188972,7;1206;596,9;45383;6,8;529559;4,2;638543;2;8 333 849;eur;
2009226;MERCREDI;20090909;20091109;1;12;23;22;7;4;1-7-12-22-23+4;2;6500000;14;52878;2548;518;89129;6,4;1017791;4;1155598;2;3 935 180;eur;
2009225;LUNDI   ;20090907;20091107;8;21;4;31;39;2;4-8-21-31-39+2;0;0;0;0;321;1781,1;15662;10;224057;5;246774;2;3 558 850;eur;
2009224;SAMEDI  ;20090905;20091105;1;37;17;44;20;8;1-17-20-37-44+8;0;0;1;351761,8;495;1390,1;25148;12,1;392036;5,5;610372;2;0 439 830;eur;
2009223;MERCREDI;20090902;20091102;17;5;12;6;15;1;5-6-12-15-17+1;0;0;5;60191,6;1092;492,2;37587;6,1;435522;3,8;336945;2;9 843 701;eur;
2009222;LUNDI   ;20090831;20091031;16;13;1;5;20;2;1-5-13-16-20+2;0;0;3;62340,6;650;514,1;21845;6,6;250204;4,1;224291;2;3 511 075;eur;
2009221;SAMEDI  ;20090829;20091029;34;7;27;23;19;7;7-19-23-27-34+7;3;2000000;1;350655,2;1048;669,9;40062;7,5;505870;4,2;963354;2;2 382 646;eur;
2009220;MERCREDI;20090826;20091026;44;31;7;38;14;1;7-14-31-38-44+1;0;0;1;274105,6;460;1144,5;21414;10,8;315123;5,2;345035;2;4 752 174;eur;
2009219;LUNDI   ;20090824;20091024;22;18;33;28;11;2;11-18-22-28-33+2;0;0;5;37790,2;475;704,8;18169;7,9;226890;4,5;242815;2;2 420 061;eur;
2009218;SAMEDI  ;20090822;20091022;31;21;8;27;29;10;8-21-27-29-31+10;0;0;2;169994;788;812,8;32186;8,6;420480;4,7;349847;2;4 458 749;eur;
2009217;MERCREDI;20090819;20091019;35;42;7;33;28;10;7-28-33-35-42+10;0;0;2;135394,1;586;851,3;21205;10,2;276491;5,6;272514;2;6 434 064;eur;
2009216;LUNDI   ;20090817;20091017;2;9;17;14;25;9;2-9-14-17-25+9;1;7000000;3;64846,3;671;518,3;22272;6,7;254169;4,2;259397;2;2 029 933;eur;
2009215;SAMEDI  ;20090815;20091015;1;41;32;24;27;9;1-24-27-32-41+9;0;0;1;305823,5;396;1488,7;21422;12,2;333830;5,6;477632;2;9 392 848;eur;
2009214;MERCREDI;20090812;20091012;6;33;17;34;39;5;6-17-33-34-39+5;0;0;2;140921,2;318;1604;16720;13,5;265892;6;591654;2;8 376 543;eur;
2009213;LUNDI   ;20090810;20091010;5;22;31;2;24;6;2-5-22-24-31+6;0;0;0;0;454;1170,2;19098;7,6;235805;4,3;277597;2;6 659 457;eur;
2009212;SAMEDI  ;20090808;20091008;41;20;16;38;2;9;2-16-20-38-41+9;0;0;2;170277,7;454;1385,1;21513;12,9;337376;5,9;506514;2;0 151 147;eur;
2009211;MERCREDI;20090805;20091005;40;10;29;20;43;7;10-20-29-40-43+7;0;0;0;0;542;1472,7;22527;9,7;279586;5,6;722922;2;8 053 249;eur;
2009210;LUNDI   ;20090803;20091003;9;38;18;26;49;8;9-18-26-38-49+8;1;3000000;2;91315;304;1076,8;14316;10;206858;4,9;293660;2;8 579 938;eur;
2009209;SAMEDI  ;20090801;20091001;44;10;18;45;22;6;10-18-22-44-45+6;0;0;2;169962,5;675;942,3;27796;10;395875;5;536390;2;1 554 892;eur;
2009208;MERCREDI;20090729;20090928;16;25;14;35;3;3;3-14-16-25-35+3;1;4000000;2;140556;552;937,6;22489;10;313013;5,1;499168;2;2 491 017;eur;
2009207;LUNDI   ;20090727;20090926;18;47;7;13;48;4;7-13-18-47-48+4;0;0;1;176144,9;344;960;17031;8,4;228566;4,5;309492;2;2 093 840;eur;
2009206;SAMEDI  ;20090725;20090924;27;40;3;14;33;9;3-14-27-33-40+9;0;0;7;52060,8;634;1011,4;26186;10,7;373567;5,3;508329;2;0 662 792;eur;
2009205;MERCREDI;20090722;20090921;24;35;45;28;17;6;17-24-28-35-45+6;1;13000000;3;109605,4;702;855,1;23445;11,1;343547;5,4;526981;2;6 535 825;eur;
2009204;LUNDI   ;20090720;20090919;27;23;44;34;5;1;5-23-27-34-44+1;0;0;1;197153,4;352;1054,5;14766;11;223297;5,2;236213;2;9 142 538;eur;
2009203;SAMEDI  ;20090718;20090917;44;14;26;34;9;9;9-14-26-34-44+9;0;0;1;370797,7;730;1008,7;30656;10,5;430764;5,3;604612;2;9 583 504;eur;
2009202;MERCREDI;20090715;20090914;4;1;23;14;25;10;1-4-14-23-25+10;0;0;4;74063,9;765;696;28625;8;370718;4,4;292975;2;7 785 981;eur;
2009201;LUNDI   ;20090713;20090912;26;2;20;34;18;1;2-18-20-26-34+1;0;0;0;0;321;1857,3;15821;10,4;225269;5,2;238144;2;8 597 701;eur;
2009200;SAMEDI  ;20090711;20090910;14;17;35;5;42;1;5-14-17-35-42+1;0;0;3;126626,7;567;1213,7;27635;10,9;407679;5,3;435886;2;4 361 133;eur;
2009199;MERCREDI;20090708;20090907;16;4;10;6;5;3;4-5-6-10-16+3;0;0;7;45108,1;1346;417,1;40809;5,9;436041;3,9;525090;2;4 544 004;eur;
2009198;LUNDI   ;20090706;20090905;12;31;32;44;45;2;12-31-32-44-45+2;0;0;0;0;275;1996,6;12151;12,5;190731;5,6;240018;2;7 246 036;eur;
2009197;SAMEDI  ;20090704;20090903;39;4;8;43;27;3;4-8-27-39-43+3;0;0;5;75776,3;661;1018,3;27172;10,8;402218;5,2;660742;2;3 265 333;eur;
2009196;MERCREDI;20090701;20090831;34;5;28;13;29;4;5-13-28-29-34+4;0;0;2;142296,1;499;1046,7;24115;9,5;343269;4,7;470723;2;2 130 480;eur;
2009195;LUNDI   ;20090629;20090829;35;43;9;28;10;8;9-10-28-35-43+8;0;0;1;174954,8;260;1248,9;12404;11,5;197301;5,1;283856;2;9 016 872;eur;
2009194;SAMEDI  ;20090627;20090827;13;4;3;41;6;8;3-4-6-13-41+8;0;0;3;119611,8;729;899,8;35069;8,1;462331;4,4;592757;2;8 507 730;eur;
2009193;MERCREDI;20090624;20090824;17;21;22;16;4;1;4-16-17-21-22+1;1;4000000;2;144777,2;643;835,7;26834;8,7;364146;4,5;336715;2;4 441 962;eur;
2009192;LUNDI   ;20090622;20090822;36;17;42;28;41;4;17-28-36-41-42+4;0;0;0;0;263;2016,3;11778;12,4;174525;6;308411;2;4 492 197;eur;
2009191;SAMEDI  ;20090620;20090820;26;27;49;21;33;7;21-26-27-33-49+7;0;0;2;181843;498;1356;26508;11,2;402872;5,3;942887;2;6 218 320;eur;
2009190;MERCREDI;20090617;20090817;3;27;41;8;37;2;3-8-27-37-41+2;1;10000000;4;86258,8;683;908,8;25741;10,5;378472;5,1;437257;2;0 468 337;eur;
2009189;LUNDI   ;20090615;20090815;49;11;41;21;40;4;11-21-40-41-49+4;0;0;0;0;296;2012,4;14535;11,3;215985;5,4;334697;2;7 700 185;eur;
